Tarih,doluluk_orani,GENERAL_DAM_RESERVED_WATER
13/12/2007,21.34,185
14/12/2007,21.56,187
15/12/2007,22.31,194
16/12/2007,23.69,206
17/12/2007,24.26,211
18/12/2007,24.99,217
19/12/2007,25.16,219
20/12/2007,25.33,220
21/12/2007,25.41,221
22/12/2007,25.51,222
23/12/2007,25.58,222
24/12/2007,25.64,223
25/12/2007,25.7,223
26/12/2007,25.72,223
27/12/2007,25.76,224
28/12/2007,25.83,224
29/12/2007,26.01,226
30/12/2007,26,226
31/12/2007,26.04,226
01/01/2008,26.04,226
02/01/2008,26.08,227
03/01/2008,26.29,228
04/01/2008,26.35,229
05/01/2008,26.33,229
06/01/2008,26.36,229
07/01/2008,26.31,229
08/01/2008,26.27,228
09/01/2008,26.16,227
10/01/2008,26.11,227
11/01/2008,26.11,227
12/01/2008,26.07,226
13/01/2008,25.96,226
14/01/2008,25.89,225
15/01/2008,25.79,224
16/01/2008,25.75,224
17/01/2008,25.68,223
18/01/2008,25.58,222
19/01/2008,25.54,222
20/01/2008,25.45,221
21/01/2008,25.4,221
22/01/2008,25.29,220
23/01/2008,25.18,219
24/01/2008,25.19,219
25/01/2008,25.2,219
26/01/2008,25.29,220
27/01/2008,25.24,219
28/01/2008,25.24,219
29/01/2008,25.36,220
30/01/2008,25.44,221
31/01/2008,25.51,222
01/02/2008,25.5,222
02/02/2008,25.49,221
03/02/2008,25.59,222
04/02/2008,25.71,223
05/02/2008,25.87,225
06/02/2008,25.92,225
07/02/2008,25.99,226
08/02/2008,26.03,226
09/02/2008,26,226
10/02/2008,26.24,228
11/02/2008,26.77,233
12/02/2008,27.73,241
13/02/2008,28.24,245
14/02/2008,28.77,250
15/02/2008,28.98,252
16/02/2008,29.23,254
17/02/2008,29.85,259
18/02/2008,30.2,262
19/02/2008,30.26,263
20/02/2008,30.4,264
21/02/2008,30.7,267
22/02/2008,31.43,273
23/02/2008,32.58,283
24/02/2008,33.77,293
25/02/2008,34.34,298
26/02/2008,34.63,301
27/02/2008,34.81,302
28/02/2008,35.21,306
29/02/2008,35.42,308
01/03/2008,35.5,308
02/03/2008,35.57,309
03/03/2008,36.07,313
04/03/2008,36.34,316
05/03/2008,36.5,317
06/03/2008,36.62,318
07/03/2008,36.62,318
08/03/2008,36.69,319
09/03/2008,36.73,319
10/03/2008,36.79,320
11/03/2008,36.85,320
12/03/2008,36.89,320
13/03/2008,36.9,321
14/03/2008,37.14,323
15/03/2008,37.43,325
16/03/2008,37.55,326
17/03/2008,37.61,327
18/03/2008,37.67,327
19/03/2008,37.97,330
20/03/2008,38.39,333
21/03/2008,39.34,342
22/03/2008,40.98,356
23/03/2008,41.73,363
24/03/2008,42.1,366
25/03/2008,42.29,367
26/03/2008,42.69,371
27/03/2008,42.84,372
28/03/2008,42.97,373
29/03/2008,43.1,374
30/03/2008,43.12,375
31/03/2008,43.27,376
01/04/2008,43.37,377
02/04/2008,43.42,377
03/04/2008,43.45,377
04/04/2008,43.53,378
05/04/2008,43.58,379
06/04/2008,43.62,379
07/04/2008,43.71,380
08/04/2008,43.79,380
09/04/2008,43.79,380
10/04/2008,43.89,381
11/04/2008,43.94,382
12/04/2008,43.88,381
13/04/2008,43.78,380
14/04/2008,43.65,379
15/04/2008,43.61,379
16/04/2008,43.57,378
17/04/2008,43.5,378
18/04/2008,43.43,377
19/04/2008,43.4,377
20/04/2008,43.38,377
21/04/2008,43.34,376
22/04/2008,43.29,376
23/04/2008,43.17,375
24/04/2008,43.03,374
25/04/2008,42.95,373
26/04/2008,42.89,373
27/04/2008,42.94,373
28/04/2008,42.93,373
29/04/2008,42.9,373
30/04/2008,42.87,372
01/05/2008,42.73,371
02/05/2008,42.61,370
03/05/2008,42.51,369
04/05/2008,42.44,369
05/05/2008,42.39,368
06/05/2008,42.43,369
07/05/2008,42.4,368
08/05/2008,42.36,368
09/05/2008,42.25,367
10/05/2008,42.16,366
11/05/2008,42.08,366
12/05/2008,41.97,365
13/05/2008,41.86,364
14/05/2008,41.67,362
15/05/2008,41.61,361
16/05/2008,41.47,360
17/05/2008,41.36,359
18/05/2008,41.3,359
19/05/2008,41.14,357
20/05/2008,40.95,356
21/05/2008,40.84,355
22/05/2008,40.77,354
23/05/2008,40.58,353
24/05/2008,40.35,350
25/05/2008,40.21,349
26/05/2008,40.01,348
27/05/2008,39.81,346
28/05/2008,39.62,344
29/05/2008,39.4,342
30/05/2008,39.21,341
31/05/2008,38.98,339
01/06/2008,38.83,337
02/06/2008,38.64,336
03/06/2008,38.42,334
04/06/2008,38.22,332
05/06/2008,38.01,330
06/06/2008,37.82,329
07/06/2008,37.66,327
08/06/2008,37.53,326
09/06/2008,37.42,325
10/06/2008,37.34,324
11/06/2008,37.17,323
12/06/2008,36.99,321
13/06/2008,36.88,320
14/06/2008,36.7,319
15/06/2008,36.48,317
16/06/2008,36.33,316
17/06/2008,36.11,314
18/06/2008,35.96,312
19/06/2008,35.72,310
20/06/2008,35.55,309
21/06/2008,35.34,307
22/06/2008,35.1,305
23/06/2008,34.89,303
24/06/2008,34.65,301
25/06/2008,34.45,299
26/06/2008,34.26,298
27/06/2008,34.03,296
28/06/2008,33.83,294
29/06/2008,33.62,292
30/06/2008,33.39,290
01/07/2008,33.18,288
02/07/2008,32.96,286
03/07/2008,32.74,284
04/07/2008,32.46,282
05/07/2008,32.25,280
06/07/2008,31.98,278
07/07/2008,31.79,276
08/07/2008,31.57,274
09/07/2008,31.34,272
10/07/2008,31.12,270
11/07/2008,30.9,268
12/07/2008,30.67,266
13/07/2008,30.42,264
14/07/2008,30.19,262
15/07/2008,29.99,261
16/07/2008,29.79,259
17/07/2008,29.71,258
18/07/2008,29.56,257
19/07/2008,29.44,256
20/07/2008,29.29,254
21/07/2008,29.12,253
22/07/2008,28.9,251
23/07/2008,28.7,249
24/07/2008,28.53,248
25/07/2008,28.31,246
26/07/2008,28.13,244
27/07/2008,27.91,242
28/07/2008,27.69,241
29/07/2008,27.53,239
30/07/2008,27.38,238
31/07/2008,27.22,236
01/08/2008,27.03,235
02/08/2008,26.78,233
03/08/2008,26.56,231
04/08/2008,26.31,229
05/08/2008,26.07,226
06/08/2008,25.83,224
07/08/2008,25.63,223
08/08/2008,25.42,221
09/08/2008,25.21,219
10/08/2008,24.97,217
11/08/2008,24.79,215
12/08/2008,24.59,214
13/08/2008,24.39,212
14/08/2008,24.16,210
15/08/2008,23.92,208
16/08/2008,23.66,206
17/08/2008,23.39,203
18/08/2008,23.14,201
19/08/2008,22.87,199
20/08/2008,22.6,196
21/08/2008,22.34,194
22/08/2008,22.07,192
23/08/2008,21.81,189
24/08/2008,21.56,187
25/08/2008,21.35,185
26/08/2008,21.11,183
27/08/2008,20.9,182
28/08/2008,20.71,180
29/08/2008,20.43,177
30/08/2008,20.15,175
31/08/2008,19.88,173
01/09/2008,19.62,170
02/09/2008,19.41,169
03/09/2008,19.12,166
04/09/2008,18.92,164
05/09/2008,18.67,162
06/09/2008,18.49,161
07/09/2008,18.28,159
08/09/2008,18.06,157
09/09/2008,17.87,155
10/09/2008,17.66,153
11/09/2008,17.43,151
12/09/2008,17.25,150
13/09/2008,17.06,148
14/09/2008,16.89,147
15/09/2008,16.66,145
16/09/2008,16.45,143
17/09/2008,16.21,141
18/09/2008,16.15,140
19/09/2008,16.03,139
20/09/2008,15.92,138
21/09/2008,15.92,138
22/09/2008,15.98,139
23/09/2008,15.98,139
24/09/2008,15.9,138
25/09/2008,15.72,137
26/09/2008,16.46,143
27/09/2008,22.62,197
28/09/2008,24.1,209
29/09/2008,25.04,218
30/09/2008,25.37,220
01/10/2008,25.4,221
02/10/2008,25.38,220
03/10/2008,25.24,219
04/10/2008,25.31,220
05/10/2008,25.24,219
06/10/2008,25.19,219
07/10/2008,25.08,218
08/10/2008,24.94,217
09/10/2008,24.8,215
10/10/2008,24.64,214
11/10/2008,24.55,213
12/10/2008,24.48,213
13/10/2008,24.41,212
14/10/2008,24.29,211
15/10/2008,24.23,210
16/10/2008,24.13,210
17/10/2008,24.06,209
18/10/2008,23.93,208
19/10/2008,23.82,207
20/10/2008,23.64,205
21/10/2008,23.46,204
22/10/2008,23.33,203
23/10/2008,23.16,201
24/10/2008,22.94,199
25/10/2008,22.83,198
26/10/2008,23.19,201
27/10/2008,26.24,228
28/10/2008,28.24,245
29/10/2008,28.54,248
30/10/2008,28.49,247
31/10/2008,28.42,247
01/11/2008,28.35,246
02/11/2008,28.24,245
03/11/2008,28.17,245
04/11/2008,28.07,244
05/11/2008,28.03,243
06/11/2008,27.98,243
07/11/2008,27.89,242
08/11/2008,27.8,242
09/11/2008,27.73,241
10/11/2008,27.64,240
11/11/2008,27.49,239
12/11/2008,27.4,238
13/11/2008,27.33,237
14/11/2008,27.18,236
15/11/2008,27.04,235
16/11/2008,26.91,234
17/11/2008,26.73,232
18/11/2008,26.67,232
19/11/2008,26.75,232
20/11/2008,26.82,233
21/11/2008,26.85,233
22/11/2008,26.77,233
23/11/2008,27.08,235
24/11/2008,27.2,236
25/11/2008,27.22,236
26/11/2008,27.25,237
27/11/2008,27.45,238
28/11/2008,27.77,241
29/11/2008,27.86,242
30/11/2008,27.86,242
01/12/2008,27.89,242
02/12/2008,27.93,243
03/12/2008,27.97,243
04/12/2008,27.94,243
05/12/2008,27.91,242
06/12/2008,27.87,242
07/12/2008,27.82,242
08/12/2008,27.79,241
09/12/2008,27.76,241
10/12/2008,27.8,241
11/12/2008,27.81,242
12/12/2008,27.84,242
13/12/2008,27.81,242
14/12/2008,27.81,242
15/12/2008,27.82,242
16/12/2008,27.83,242
17/12/2008,27.76,241
18/12/2008,27.69,241
19/12/2008,27.58,240
20/12/2008,28.09,244
21/12/2008,28.15,245
22/12/2008,29.26,254
23/12/2008,29.99,260
24/12/2008,30.31,263
25/12/2008,31.12,270
26/12/2008,31.44,273
27/12/2008,31.79,276
28/12/2008,32.11,279
29/12/2008,32.96,286
30/12/2008,33.64,292
31/12/2008,34.07,296
01/01/2009,34.51,300
02/01/2009,34.87,303
03/01/2009,35.28,306
04/01/2009,35.88,312
05/01/2009,37.32,324
06/01/2009,39.66,345
07/01/2009,42.56,370
08/01/2009,44.28,385
09/01/2009,45.06,391
10/01/2009,45.66,397
11/01/2009,46.05,400
12/01/2009,46.45,403
13/01/2009,46.69,406
14/01/2009,46.85,407
15/01/2009,47.07,409
16/01/2009,47.26,411
17/01/2009,47.61,414
18/01/2009,47.97,417
19/01/2009,48.19,419
20/01/2009,48.36,420
21/01/2009,48.54,422
22/01/2009,48.67,423
23/01/2009,48.81,424
24/01/2009,48.9,425
25/01/2009,48.99,426
26/01/2009,49.27,428
27/01/2009,49.48,430
28/01/2009,49.66,431
29/01/2009,49.86,433
30/01/2009,50.22,436
31/01/2009,50.5,439
01/02/2009,50.78,441
02/02/2009,50.95,443
03/02/2009,51.08,444
04/02/2009,51.18,445
05/02/2009,51.3,446
06/02/2009,51.4,447
07/02/2009,51.48,447
08/02/2009,51.54,448
09/02/2009,53.79,467
10/02/2009,54.97,477
11/02/2009,56.49,491
12/02/2009,57.6,500
13/02/2009,60.29,524
14/02/2009,62.46,543
15/02/2009,66.25,576
16/02/2009,67.79,589
17/02/2009,68.88,598
18/02/2009,69.59,604
19/02/2009,70.05,608
20/02/2009,70.7,614
21/02/2009,71.89,625
22/02/2009,72.42,629
23/02/2009,73.16,636
24/02/2009,74.26,645
25/02/2009,75.16,653
26/02/2009,76.02,660
27/02/2009,77.19,671
28/02/2009,78.13,679
01/03/2009,78.78,684
02/03/2009,79.27,689
03/03/2009,79.63,692
04/03/2009,79.97,695
05/03/2009,80.22,697
06/03/2009,80.5,699
07/03/2009,80.88,703
08/03/2009,82.72,719
09/03/2009,83.74,727
10/03/2009,84.16,731
11/03/2009,84.99,738
12/03/2009,85.68,744
13/03/2009,86.58,752
14/03/2009,87.92,764
15/03/2009,89,773
16/03/2009,89.7,779
17/03/2009,90.05,782
18/03/2009,90.35,785
19/03/2009,90.63,787
20/03/2009,91.38,794
21/03/2009,91.85,798
22/03/2009,92.31,802
23/03/2009,93.18,809
24/03/2009,93.77,815
25/03/2009,94,817
26/03/2009,94.6,822
27/03/2009,95.52,830
28/03/2009,96.04,834
29/03/2009,96.45,838
30/03/2009,96.5,838
31/03/2009,96.44,838
01/04/2009,96.84,841
02/04/2009,96.96,842
03/04/2009,97.06,843
04/04/2009,97.08,843
05/04/2009,97.1,843
06/04/2009,97.13,844
07/04/2009,97.26,845
08/04/2009,97.27,845
09/04/2009,97.32,845
10/04/2009,97.3,845
11/04/2009,97.41,846
12/04/2009,97.26,845
13/04/2009,97.25,845
14/04/2009,97.21,844
15/04/2009,97.21,844
16/04/2009,97.12,844
17/04/2009,97.09,843
18/04/2009,97.02,843
19/04/2009,97.01,843
20/04/2009,96.9,842
21/04/2009,96.78,841
22/04/2009,96.76,841
23/04/2009,97.11,844
24/04/2009,97.23,845
25/04/2009,97.3,845
26/04/2009,97.21,844
27/04/2009,97.2,844
28/04/2009,97.2,844
29/04/2009,97.07,843
30/04/2009,96.93,842
01/05/2009,96.99,843
02/05/2009,97.16,844
03/05/2009,97.18,844
04/05/2009,97.33,846
05/05/2009,97.29,845
06/05/2009,97.27,845
07/05/2009,97.24,845
08/05/2009,97.17,844
09/05/2009,97.15,844
10/05/2009,97.09,843
11/05/2009,97.02,843
12/05/2009,96.97,842
13/05/2009,96.81,841
14/05/2009,96.69,840
15/05/2009,96.47,838
16/05/2009,96.36,837
17/05/2009,96.21,836
18/05/2009,96.06,834
19/05/2009,95.87,833
20/05/2009,95.63,831
21/05/2009,95.55,830
22/05/2009,95.47,829
23/05/2009,95.36,828
24/05/2009,95.26,827
25/05/2009,95.1,826
26/05/2009,94.97,825
27/05/2009,94.82,824
28/05/2009,94.64,822
29/05/2009,94.49,821
30/05/2009,94.31,819
31/05/2009,94.23,819
01/06/2009,94.06,817
02/06/2009,93.87,815
03/06/2009,93.71,814
04/06/2009,93.54,813
05/06/2009,93.41,811
06/06/2009,93.19,810
07/06/2009,93.02,808
08/06/2009,92.9,807
09/06/2009,92.72,805
10/06/2009,92.53,804
11/06/2009,92.36,802
12/06/2009,92.15,800
13/06/2009,92.01,799
14/06/2009,91.82,798
15/06/2009,91.63,796
16/06/2009,91.48,795
17/06/2009,91.3,793
18/06/2009,91.09,791
19/06/2009,90.91,790
20/06/2009,90.78,789
21/06/2009,90.6,787
22/06/2009,90.35,785
23/06/2009,90.19,783
24/06/2009,90,782
25/06/2009,89.79,780
26/06/2009,89.58,778
27/06/2009,89.37,776
28/06/2009,89.14,774
29/06/2009,88.97,773
30/06/2009,88.74,771
01/07/2009,88.54,769
02/07/2009,88.38,768
03/07/2009,88.17,766
04/07/2009,87.95,764
05/07/2009,87.79,763
06/07/2009,87.62,761
07/07/2009,87.39,759
08/07/2009,87.18,757
09/07/2009,86.95,755
10/07/2009,86.77,754
11/07/2009,86.56,752
12/07/2009,86.43,751
13/07/2009,86.26,749
14/07/2009,86.02,747
15/07/2009,85.78,745
16/07/2009,85.61,744
17/07/2009,85.36,742
18/07/2009,85.17,740
